universal_bigg_id,name,MNX,smiles_ok
bbtcoa,Gamma-butyrobetainyl-CoA,MNXM5762,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCC[N+](C)(C)C
bmocogdp,Bis-molybdopterin guanine dinucleotide,MNXM147054,N=c1nc(O)c2c([nH]1)NC1OC(COP(=O)(O)OP(=O)(O)OCC3O[C@@H](n4cnc5c(O)nc(=N)[nH]c54)[C@H](O)[C@@H]3O)C(S)=C(S)C1N2.N=c1nc([O-])c2c([nH]1)NC1OC(COP(=O)([O-])OP(=O)([O-])OCC3O[C@@H](n4cnc5c([O-])nc(=N)[nH]c54)[C@H](O)[C@@H]3O)C(S)=C(S)C1N2.[Mo+4]
btal,Butanal C4H8O,MNXM1017,CCCC=O
btcoa,Butanoyl-CoA,MNXM233,CCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
btn,Biotin,MNXM304,O=C(O)CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12
btnso,D-biotin d-sulfoxide,MNXM3932,O=C([O-])CCCC[C@H]1[C@H]2NC(O)=N[C@H]2CS1=O
but,Butyrate (n-C4:0),MNXM162281,CCCC(=O)O
butso3,Butanesulfonate,MNXM7138,CCCCS(=O)(=O)[O-]
bwcogdp,Tungsten bispterin cofactor guanine dinucleotide,MNXM149209,
cbasp,N-Carbamoyl-L-aspartate,MNXM465,N=C(O)N[C@@H](CC(=O)O)C(=O)O
cbi,Cobinamide,MNXM1549,CC1=C2N=C(C=C3N=C(C(C)=C4N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(O)=NC[C@@H](C)O)[C@H]5CC(=N)O)[C@@](C)(CC(=N)O)[C@@H]4CCC(=N)O)[C@@](C)(CC(=N)O)[C@@H]3CCC([NH-])=O)C(C)(C)[C@@H]2CCC(=N)O.[Co+3]
cbp,Carbamoyl phosphate,MNXM138,N=C(O)OP(=O)(O)O
cd2,Cadmium,MNXM4505,[Cd]
cddec5eACP,Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1),MNXM163784,
cdpdddecg,"CDP-1,2-didodecanoylglycerol",MNXM4507,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=N)nc2O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCC
cdpdodecg,"CDP-1,2-dioctadecanoylglycerol",MNXM45856,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=N)nc2[O-])[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC
cdpdtdecg,"CDP-1,2-ditetradecanoylglycerol",MNXM4512,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=N)nc2O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCC
cenchddd,"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",MNXM2161,O=C(O)/C=C/C1=CC=C[C@H](O)[C@@H]1O
chtbs6p,Diacetylchitobiose-6-phosphate,MNXM11353,CC([O-])=N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]2N=C(C)[O-])[C@@H]1O
cl,Chloride,MNXM43,[Cl-]
cmp,CMP C9H12N3O8P,MNXM31,N=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(O)n1
coa,Coenzyme A,MNXM12,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCS
cpe160,"Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)",MNXM48208,CCCCCCC1CC1CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCC1CC1CCCCCC
cpe180,"Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)",MNXM48209,CCCCCCC1CC1CCCCCCCCCC(=O)N(CCOP(=O)([O-])OCC(O)CO)C(=O)CCCCCCCCCC1CC1CCCCCC
cpg180,"Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)",MNXM48211,CCCCCCC1CC1CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCC1CC1CCCCCC
crn,L-Carnitine,MNXM173,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
crn__D,D-Carnitine,MNXM246,C[N+](C)(C)C[C@@H](O)CC(=O)[O-]
csn,Cytosine,MNXM761,N=c1ccnc(O)[nH]1
ctbt,Crotonobetaine,MNXM1607,C[N+](C)(C)C/C=C/C(=O)[O-]
ctbtcoa,Crotonobetainyl-CoA,MNXM2363,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)/C=C/C[N+](C)(C)C
ctp,CTP C9H12N3O14P3,MNXM63,N=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(O)n1
cu2,Copper,MNXM632,[Cu+2]
cys__D,D-Cysteine,MNXM2112,N[C@H](CS)C(=O)O
cys__L,L-Cysteine,MNXM55,N[C@@H](CS)C(=O)O
cyst__L,L-Cystathionine,MNXM319,N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O
cystrna,L-Cysteinyl-tRNA(Cys),MNXM155005,
cytd,Cytidine,MNXM338,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(O)n1
dann,"7,8-Diaminononanoate",MNXM1140,CC(N)C(N)CCCCCC(=O)O
datp,DATP C10H12N5O12P3,MNXM286,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
db4p,"3,4-dihydroxy-2-butanone 4-phosphate",MNXM2323,CC(=O)C(O)COP(=O)(O)O
dcaACP,Decanoyl-ACP (n-C10:0ACP),MNXM90236,
dcamp,"N6-(1,2-Dicarboxyethyl)-AMP",MNXM565,O=C(O)CC(Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
dcyt,Deoxycytidine,MNXM704,N=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1
ddca,Dodecanoate (n-C12:0),MNXM162258,CCCCCCCCCCCC(=O)[O-]
ddcacoa,Dodecanoyl-CoA (n-C12:0CoA),MNXM363,CCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ddcap,Dodecanoly-phosphate (n-C12:0),MNXM147470,CCCCCCCCCCCC(=O)OP(=O)([O-])[O-]
dgdp,DGDP C10H12N5O10P2,MNXM436,N=c1nc(O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
dgmp,DGMP C10H12N5O7P,MNXM546,N=c1nc(O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c2[nH]1
dgslnt,Selenodiglutathione,MNXM7767,N[C@@H](CCC(O)=N[C@@H](CS[Se]SC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O
dgtp,DGTP C10H12N5O13P3,MNXM344,N=c1nc(O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2[nH]1
dha,Dihydroxyacetone,MNXM460,O=C(CO)CO
dhgly,Dehydroglycine,MNXM1984,N=CC(=O)O
dhmpt,Dihydromonapterin,MNXM148224,N=c1nc(O)c2c([nH]1)NCC([C@H](O)[C@@H](O)CO)=N2
dhmptp,Dihydromonapterin-triphosphate,MNXM5576,N=c1nc([O-])c2c([nH]1)NCC([C@H](O)[C@@H](O)COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])=N2
dhna,"1,4-Dihydroxy-2-naphthoate",MNXM552,O=C(O)c1cc(O)c2ccccc2c1O
dhnpt,Dihydroneopterin,MNXM993,N=c1nc(O)c2c([nH]1)NCC([C@H](O)[C@H](O)CO)=N2
dhpmp,Dihydroneopterin monophosphate,MNXM1645,Nc1nc2NCC(=Nc2c(=O)[nH]1)[C@H](O)[C@H](O)COP([O-])([O-])=O
dhpppn,"3-(2,3-Dihydroxyphenyl)propanoate",MNXM826,O=C(O)CCc1cccc([O-])c1O
dhptdn,"6,7-Dihydropteridine",MNXM2952,c1ncc2c(n1)=NCCN=2
dimp,DIMP C10H12N4O7P,MNXM1922,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O
din,Deoxyinosine,MNXM935,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O
ditp,DITP(4-),MNXM1325,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O
dmbzid,"5,6-Dimethylbenzimidazole",MNXM1531,Cc1cc2nc[nH]c2cc1C
dmlz,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",MNXM1313,Cc1nc2c(O)nc(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C
dmpp,Dimethylallyl diphosphate,MNXM132,CC(C)=CCOP(=O)(O)OP(=O)(O)O
dsbdrd,Fused thiol:disulfide interchange protein (reduced),MNXM8620,
dtdp4addg,"DTDP-4-amino-4,6-dideoxy-D-galactose",MNXM114295,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@H](N)[C@H](O)[C@H]3O)O2)c(=O)nc1O
dtdpglu,DTDPglucose,MNXM1376,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)nc1O
dtmp,DTMP C10H13N2O8P,MNXM257,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)nc1O
dttp,DTTP C10H13N2O14P3,MNXM394,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)nc1O
dudp,DUDP C9H11N2O11P2,MNXM572,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1
dump,DUMP C9H11N2O8P,MNXM234,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
duri,Deoxyuridine,MNXM492,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1
dutp,DUTP C9H11N2O14P3,MNXM452,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
eig3p,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,MNXM1422,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1cnc[nH]1
enter,Enterochelin,MNXM883,O=C1OC[C@H](N=C(O)c2cccc(O)c2O)C(=O)OC[C@H](N=C(O)c2cccc(O)c2O)C(=O)OC[C@@H]1N=C(O)c1cccc(O)c1O
etoh,Ethanol,MNXM303,CCO
f1p,D-Fructose 1-phosphate,MNXM145568,O=P(O)(O)OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O
fad,Flavin adenine dinucleotide oxidized,MNXM33,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
fadh2,Flavin adenine dinucleotide reduced,MNXM38,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2
fald,Formaldehyde,MNXM56,C=O
fc1p,L-Fuculose 1-phosphate,MNXM1749,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O
fe2,Fe2+ mitochondria,MNXM111,[Fe+2]
fe3,Iron (Fe3+),MNXM196,[Fe+3]
fe3hox,Fe(III)hydroxamate,MNXM57764,
fecrm,Ferrichrome,MNXM2825,CC(=O)N(O)CCC[C@@H]1N=C(O)C[NH+]=C(O)C[NH+]=C(O)C[NH+]=C(O)[C@H](CCCN(O)C(C)=O)N=C(O)[C@H](CCCN(O)C(C)=O)N=C1O.[Fe]
feoxam,Generic ferrioxamine-Fe-III,MNXM94790,CC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN.[Fe]
feoxam_un,Ferroxamine minus Fe(3),MNXM90827,
fgam,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,MNXM453,O=P(O)(O)OC[C@H]1O[C@@H](N=C(O)CN=CO)[C@H](O)[C@@H]1O
flxso,Flavodoxin semi oxidized,MNXM145809,
fmn,FMN C17H19N4O9P,MNXM119,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
forcoa,Formyl-CoA(4-),MNXM563,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC=O
fpram,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,MNXM568,N=C(N=CO)N[C@@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O
frdp,Farnesyl diphosphate,MNXM34,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
fru,D-Fructose,MNXM175,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
frulys,Fructoselysine,MNXM1742,N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O
frulysp,Fructoselysine Phosphate,MNXM11605,NC(CCCCNC1OC(COP(=O)(O)O)C(O)C(O)C1=O)C(=O)O
fruur,D-Fructuronate,MNXM1660,O=C(O)[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
fuc__L,L-Fucose,MNXM40586,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
g1p,D-Glucose 1-phosphate,MNXM89588,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
g3p,Glyceraldehyde 3-phosphate,MNXM74,O=CC(O)COP(=O)(O)O
g3pc,Sn-Glycero-3-phosphocholine,MNXM367,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO
g3pe,Sn-Glycero-3-phosphoethanolamine,MNXM368,NCCOP(=O)(O)OC[C@H](O)CO
g3pi,Sn-Glycero-3-phospho-1-inositol,MNXM1517,O=P(O)(OC[C@H](O)CO)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O
g3ps,Glycerophosphoserine,MNXM97117,N[C@@H](COP(=O)(O)OCC(O)CO)C(=O)O
gagicolipa,Galactosyl-glucosyl-inner core oligosaccharide lipid A,MNXM54163,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])C(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])[O-])C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])[O-])C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4O)C3O)C(C(O)CO)O2)O[C@@H](OC[C@H]2OC(OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
galur,D-Galacturonate,MNXM48464,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
gar,N1-(5-Phospho-D-ribosyl)glycinamide,MNXM463,NCC(O)=N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
garagund,Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,MNXM55196,CC(=O)OC1C(OC2C(O)C(CO)OC(OP(=O)(O)OP(=O)([O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C2N=C(C)[O-])OC(C)C(O)C1OC1OC(CO)C(O)C(O)C1O
gbbtn,Gamma-butyrobetaine,MNXM626,C[N+](C)(C)CCCC(=O)[O-]
gdp,GDP C10H12N5O11P2,MNXM30,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
gdpddman,GDP-4-dehydro-6-deoxy-D-mannose,MNXM516,C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(O)nc(=N)[nH]c43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O
gdpmann,GDP-D-mannose,MNXM82,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
gdpofuc,GDP-4-oxo-L-fucose,MNXM54801,C[C@@H]1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(O)nc(=N)[nH]c43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)C1=O
gdptp,Guanosine 3'-diphosphate 5'-triphosphate,MNXM1561,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]3O)c2[nH]1
gfgaragund,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,MNXM54130,CC(=O)OC1C(OC2C(O)C(CO)OC(OP(=O)(O)OP(=O)([O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C2N=C(C)[O-])OC(C)C(O)C1OC1OC(COC2OC(C(O)CO)C(O)C2O)C(O)C(O)C1O
ggagicolipa,Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,MNXM55192,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])C(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])[O-])C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])[O-])C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)O[C@@H](OC[C@H]2OC(OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
ggbutal,Gamma-glutamyl-gamma-butyraldehyde,MNXM1378,N[C@@H](CCC(O)=NCCCC=O)C(=O)O
gggagicolipa,Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,MNXM55193,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])C(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])[O-])C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])[O-])C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)O[C@@H](OC[C@H]2OC(OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
ghb,Gamma-hydroxybutyrate,MNXM514,O=C(O)CCCO
gicolipa,Glucosyl-inner core oligosaccharide lipid A,MNXM55194,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])C(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])[O-])C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])[O-])C(OC5OC(CO)C(O)C(O)C5O)C4O)C3O)C(C(O)CO)O2)O[C@@H](OC[C@H]2OC(OP(=O)(O)O)[C@H](N=C([O-])C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1N=C([O-])C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
glc__D,D-Glucose,MNXM41,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
glcn,D-Gluconate,MNXM341,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
glcr,D-Glucarate,MNXM744,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
glcur,D-Glucuronate,MNXM241,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
gln__L,L-Glutamine,MNXM37,N=C(O)CC[C@H](N)C(=O)O
glu__D,D-Glutamate,MNXM331,N[C@H](CCC(=O)O)C(=O)O
glu__L,L-Glutamate,MNXM89557,N[C@@H](CCC(=O)O)C(=O)O
glu1sa,L-Glutamate 1-semialdehyde,MNXM1453,N[C@H](C=O)CCC(=O)O
glu5p,L-Glutamate 5-phosphate,MNXM1280,N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O
glyald,D-Glyceraldehyde,MNXM435,O=C[C@H](O)CO
glyc,Glycerol,MNXM89612,OCC(O)CO
glyc__R,(R)-Glycerate,MNXM189,O=C(O)[C@H](O)CO
glyc2p,Glycerol 2-phosphate,MNXM2527,O=P(O)(O)OC(CO)CO
glyclt,Glycolate C2H3O3,MNXM222,O=C([O-])CO
glycogen,Glycogen C6H10O5,MNXM55375,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
glytrna,Glycyl-tRNA(Gly),MNXM89763,
gmhep1p,D-Glycero-D-manno-heptose 1-phosphate,MNXM1661,O=P(O)(O)OC1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O
gmhep7p,D-Glycero-D-manno-heptose 7-phosphate,MNXM17114,O=P(O)(O)OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
gp4g,"P1,P4-Bis(5'-guanosyl) tetraphosphate",MNXM1582,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(O)nc(=N)[nH]c65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
grdp,Geranyl diphosphate,MNXM100,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
grxrd,Glutaredoxin (reduced),MNXM90719,
gslnt,Glutathiolselenolate,MNXM148268,
gsn,Guanosine,MNXM401,N=c1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
gthox,Oxidized glutathione,MNXM151,N[C@@H](CCC(O)=N[C@@H](CSSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O
gtspmd,Glutathionylspermidine,MNXM1329,NCCCCNCCCN=C(O)CN=C(O)[C@H](CS)N=C(O)CC[C@H](N)C(=O)O
gua,Guanine,MNXM259,N=c1nc(O)c2nc[nH]c2[nH]1
h,H+,MNXM1,[H+]
h2,Hydrogen,MNXM195,[HH]
h2o,H2O H2O,MNXM2,O
hcys__L,L-Homocysteine,MNXM123,N[C@@H](CCS)C(=O)O
hdca,Hexadecanoate (n-C16:0),MNXM108,CCCCCCCCCCCCCCCC(=O)[O-]
hdcea,Hexadecenoate (n-C16:1),MNXM950,CCCCCC/C=C\CCCCCCCC(=O)O
hdceap,Hexadecanoyl-phosphate (n-C16:1),MNXM147482,CCCCCCCCCCCCCCCC(=O)OP(=O)([O-])[O-]
hdd2coa,Trans-Hexadec-2-enoyl-CoA,MNXM581,CCCCCCCCCCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
hexACP,Hexanoyl-ACP (n-C6:0ACP),MNXM90722,
hg2,Mercury  charged 2  Hg,MNXM1562,[Hg+2]
